SEX,INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID
1,20-Jul-11,19-Jul-12,6,1201,70000,1403.665,5000022747,1986,4,,Automobile,1295,TOYOTA,Private,
0,08-Jul-11,07-Jul-12,2,1202,310000,2709.945,5000022682,1997,1,10,Pick-up,2779,TOYOTA,Own Goods,189751
1,08-Jul-11,07-Jul-12,2,1201,250000,2376.201,5000022753,1985,4,,Station Wagones,1590,SUZUKI,Private,
2,11-Dec-13,10-Dec-14,7,1201,170000,3345.46,5000022770,1987,4,,Automobile,1295,TOYOTA,Private,
2,24-Oct-12,23-Oct-13,7,1201,140000,3107.39,5000022770,1987,4,,Automobile,1295,TOYOTA,Private,46456
2,24-Oct-11,23-Oct-12,7,1201,115000,2428.24,5000022770,1987,4,,Automobile,1295,TOYOTA,Private,
2,18-May-13,17-May-14,13,1202,1200000,29027.19,5000022785,2003,0,159.3,Truck,12000,MERCEDES,General Cartage,
0,11-Jun-14,10-Jun-15,12,1201,195000,4160.19,5000022789,1989,8,,Station Wagones,3980,TOYOTA,Private,1461
0,11-Jun-13,10-Jun-14,12,1201,195000,4433.61,5000022789,1989,8,,Station Wagones,3980,TOYOTA,Private,
0,28-May-12,27-May-13,12,1201,195000,4494.12,5000022789,1989,8,,Station Wagones,3980,TOYOTA,Private,
0,03-Jan-12,27-May-12,12,1201,0,355.14,5000022789,1989,8,,Station Wagones,3980,TOYOTA,Private,
1,28-Feb-14,27-Feb-15,30,1202,1200000,27520.62,5000022796,2000,1,155,Truck,13799,IVECO,General Cartage,
1,28-Feb-13,27-Feb-14,30,1202,1085000,23571.55,5000022796,2000,1,155,Truck,13799,IVECO,General Cartage,330540.25
1,28-Feb-12,27-Feb-13,30,1202,1085000,28583.34,5000022796,2000,1,155,Truck,13799,IVECO,General Cartage,
0,07-Aug-13,06-Aug-14,11,1202,900000,11968.55,5000022340,2007,5,0,Pick-up,2986,TOYOTA,Own Goods,
0,07-Aug-12,06-Aug-13,11,1202,900000,11968.55,5000022340,2007,5,0,Pick-up,2986,TOYOTA,Own Goods,
0,07-Aug-11,06-Aug-12,11,1202,900000,11224.8,5000022340,2007,5,0,Pick-up,2986,TOYOTA,Own Goods,20172.34
0,01-Jun-14,31-May-15,8,1201,272183,1562.15,5000022393,2008,4,,Automobile,1498,CHEVROLET,Private,
0,01-Jun-13,31-May-14,8,1201,272183,2386.46,5000022393,2008,4,,Automobile,1498,CHEVROLET,Private,
0,01-Jun-12,31-May-13,8,1201,272183,2510.38,5000022393,2008,4,,Automobile,1498,CHEVROLET,Private,
0,12-Jan-14,11-Jan-15,79,1201,400000,7020.75,5000022554,1994,6,,Station Wagones,2779,TOYOTA,Private,
0,10-Jan-13,09-Jan-14,79,1201,400000,7215.43,5000022554,1994,6,,Station Wagones,2779,TOYOTA,Private,
0,10-Jan-12,09-Jan-13,79,1201,400000,6181.9,5000022554,1994,6,,Station Wagones,2779,TOYOTA,Private,
1,06-Jan-12,22-Mar-12,12,1202,0,183.584,5000022345,1970,0,229,Trailers and semitrailers,0,ROLFO,General Cartage,
1,16-Mar-14,15-Mar-15,11,1201,121300,2034.11,5000022360,1990,4,,Automobile,1587,TOYOTA,Private,
1,16-Mar-13,15-Mar-14,11,1201,121300,2101.15,5000022360,1990,4,,Automobile,1587,TOYOTA,Private,
1,16-Mar-12,15-Mar-13,11,1201,121300,1941.48,5000022360,1990,4,,Automobile,1587,TOYOTA,Private,
1,16-Mar-12,15-Mar-13,56,1202,810000,19080.73,5000022374,1995,1,116.8,Truck,13798,IVECO,General Cartage,
1,31-May-14,30-May-15,14,1202,800000,21287.87,5000022566,2007,2,0,Truck,8226,ISUZU,Own Goods,
0,08-Jul-12,07-Jul-13,11,1201,85000,1261.75,5000022573,1992,4,,Automobile,1296,TOYOTA,Private,
0,08-Jul-11,07-Jul-12,11,1201,85000,1079.901,5000022573,1992,4,,Automobile,1296,TOYOTA,Private,
0,15-Jul-13,14-Jul-14,11,1202,402825.75,10838.3,5000020992,1993,1,80.2,Truck,10308,NISSAN,Own Goods,
0,15-Jul-12,14-Jul-13,11,1202,402825.75,7250.6,5000020992,1993,1,80.2,Truck,10308,NISSAN,Own Goods,
0,15-Jul-11,14-Jul-12,11,1202,402825.75,7416.196,5000020992,1993,1,80.2,Truck,10308,NISSAN,Own Goods,
0,15-Jul-13,14-Jul-14,11,1202,137782.4,1713.47,5000021019,1989,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,03-Sep-13,02-Sep-14,11,1202,200000,2106.2,5000021019,1989,4,7,Pick-up,2000,MITSUBISHI,Own Goods,6435
0,01-Sep-12,31-Aug-13,11,1202,11000,1801.4,5000021019,1989,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,15-Jul-12,14-Jul-13,11,1202,137782.4,3324.47,5000021019,1989,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,15-Jul-11,14-Jul-12,11,1202,0,3470.975,5000021019,1989,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,01-Sep-11,31-Aug-12,11,1202,110000,2308.61,5000021019,1989,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
1,13-Jul-12,12-Jul-13,80,1202,155000,7642.25,5000021062,1991,11,0,Bus,2779,TOYOTA,Fare Paying Passengers,62000
0,01-Jan-13,31-Dec-13,12,1201,0,1283.25,5000021075,2006,2,,Station Wagones,4200,TOYOTA,Ambulance,
1,24-Nov-13,23-Nov-14,11,1201,0,536.95,5000021093,1987,4,,Automobile,999,TOYOTA,Private,
1,23-Nov-12,22-Nov-13,11,1201,0,536.95,5000021093,1987,4,,Automobile,999,TOYOTA,Private,
1,23-Nov-11,22-Nov-12,11,1201,0,536.7,5000021093,1987,4,,Automobile,999,TOYOTA,Private,
1,08-May-14,07-May-15,4,1201,756027,4294.13,5000021096,2003,6,,Station Wagones,2986,TOYOTA,Private,
1,03-May-13,02-May-14,4,1201,756027,5024.26,5000021096,2003,6,,Station Wagones,2986,TOYOTA,Private,
1,03-May-12,02-May-13,4,1201,756027,5559.84,5000021096,2003,6,,Station Wagones,2986,TOYOTA,Private,
1,30-Jul-11,29-Jul-12,77,1202,231000,3581.45,5000022916,1981,2,,Truck,13798,FIAT,General Cartage,
0,07-Aug-13,06-Aug-14,11,1201,640000,7321.91,5000020779,1994,9,,Station Wagones,4164,TOYOTA,Private,17599.99
0,07-Aug-12,06-Aug-13,11,1201,640000,8918.33,5000020779,1994,9,,Station Wagones,4164,TOYOTA,Private,
0,07-Aug-11,06-Aug-12,11,1201,640000,7982.08,5000020779,1994,9,,Station Wagones,4164,TOYOTA,Private,1984613.82
0,29-Oct-13,28-Oct-14,11,1201,280000,5506.73,5000020815,1993,4,,Automobile,1590,SUZUKI,Private,
0,29-Oct-12,28-Oct-13,11,1201,280000,4069.31,5000020815,1993,4,,Automobile,1590,SUZUKI,Private,176774.67
0,29-Oct-11,28-Oct-12,11,1201,280000,4534.74,5000020815,1993,4,,Automobile,1590,SUZUKI,Private,
0,31-Dec-13,30-Dec-14,12,1201,150000,3907.38,5000020830,1996,8,,Automobile,2367,TOYOTA,Private,
0,27-Nov-12,26-Nov-13,12,1201,150000,4114,5000020830,1996,8,,Automobile,2367,TOYOTA,Private,
0,27-Nov-11,26-Nov-12,86,1201,150000,3568.54,5000020830,1996,8,,Automobile,2367,TOYOTA,Private,
0,07-Aug-13,06-Aug-14,8,1201,345000,4955.89,5000020840,2008,4,,Automobile,1299,TOYOTA,Private,11553.42
0,07-Aug-12,06-Aug-13,8,1201,345000,4950.89,5000020840,2008,4,,Automobile,1299,TOYOTA,Private,7697.31
0,07-Aug-11,06-Aug-12,8,1201,345000,4763.761,5000020840,2008,4,,Automobile,1299,TOYOTA,Private,14081.26
0,07-Jul-11,06-Aug-11,8,1201,345000,232.49,5000020840,2008,4,,Automobile,1299,TOYOTA,Private,
1,08-Nov-13,07-Nov-14,13,1202,1100000,36565.1,5000022819,2006,2,0,Truck,8226,ISUZU,General Cartage,850923.15
1,31-Jul-12,30-Jul-13,6,1202,480000,16159.76,5000022819,2006,2,0,Truck,8226,ISUZU,General Cartage,
1,31-Jul-11,30-Jul-12,6,1202,480000,15062.666,5000022819,2006,2,0,Truck,8226,ISUZU,General Cartage,
0,07-Aug-13,06-Aug-14,11,1201,900000,12161.05,5000020793,2002,9,,Station Wagones,4164,TOYOTA,Private,
0,07-Aug-12,06-Aug-13,11,1201,900000,12161.05,5000020793,2002,9,,Station Wagones,4164,TOYOTA,Private,
0,07-Aug-11,06-Aug-12,11,1201,900000,11224.8,5000020793,2002,9,,Station Wagones,4164,TOYOTA,Private,
1,10-Nov-13,09-Nov-14,13,1202,900000,31977.72,5000022922,2005,51,0,Bus,7545,MITSUBISHI,Fare Paying Passengers,
1,25-May-13,24-May-14,11,1202,800000,27397.48,5000022922,2005,51,0,Bus,7545,MITSUBISHI,Fare Paying Passengers,
1,19-May-12,18-May-13,11,1202,800000,26941.95,5000022922,2005,51,0,Bus,7545,MITSUBISHI,Fare Paying Passengers,
0,21-May-14,20-May-15,11,1202,310000,3869.6,5000022946,2001,2,0,Truck,0,ISUZU,Own Goods,
0,15-May-13,14-May-14,11,1202,310000,3195.47,5000022946,2001,2,0,Truck,0,ISUZU,Own Goods,
0,31-Mar-12,30-Mar-13,11,1202,198000,5847.29,5000022946,2001,2,0,Truck,0,ISUZU,Own Goods,
0,21-May-14,20-May-15,11,1202,149000,3238.04,5000022955,1996,4,15,Pick-up,3000,TOYOTA,Own Goods,
0,15-May-13,14-May-14,11,1202,149000,2131.45,5000022955,1996,4,15,Pick-up,3000,TOYOTA,Own Goods,
0,31-Mar-12,30-Mar-13,11,1202,140000,2641.56,5000022955,1996,4,15,Pick-up,3000,TOYOTA,Own Goods,
2,14-Jul-12,13-Jul-13,47,1202,450000,16134.2,5000022967,1984,1,85.4,Truck,11,SCANIA,General Cartage,
2,14-Jul-11,13-Jul-12,12,1202,450000,17389.232,5000022967,1984,1,85.4,Truck,11,SCANIA,General Cartage,
0,09-Jul-13,08-Jul-14,38,1202,700000,6320.45,5000022986,2007,4,6,Pick-up,3153,NISSAN,Own Goods,234503.55
0,09-Jul-12,08-Jul-13,38,1202,700000,6119.6,5000022986,2007,4,6,Pick-up,3153,NISSAN,Own Goods,
0,09-Jul-11,08-Jul-12,38,1202,700000,6549.5,5000022986,2007,4,6,Pick-up,3153,NISSAN,Own Goods,
0,09-Jul-11,08-Jul-12,8,1202,700000,6549.5,5000022986,2007,4,6,Pick-up,3153,NISSAN,Own Goods,
0,17-Aug-13,16-Aug-14,11,1202,274413,4690.93,5000020761,2000,12,0,Bus,2446,TOYOTA,Own service,
0,08-Aug-12,07-Aug-13,11,1202,274413,4690.93,5000020761,2000,12,0,Bus,2446,TOYOTA,Own service,
0,08-Aug-11,07-Aug-12,11,1202,274413,1802.5,5000020761,2000,12,0,Bus,2446,TOYOTA,Own service,
0,07-Aug-13,06-Aug-14,11,1201,160000,2665.57,5000020769,1989,5,,Automobile,1295,TOYOTA,Private,
0,07-Aug-12,06-Aug-13,11,1201,160000,2665.57,5000020769,1989,5,,Automobile,1295,TOYOTA,Private,
0,07-Aug-11,06-Aug-12,11,1201,160000,1995.52,5000020769,1989,5,,Automobile,1295,TOYOTA,Private,
0,07-Aug-13,06-Aug-14,8,1201,30314,621.43,5000020855,2007,1,,Motor-cycle,183,SUZUKI,Private,
0,07-Aug-12,06-Aug-13,8,1201,30314,604.93,5000020855,2007,1,,Motor-cycle,183,SUZUKI,Private,
0,07-Aug-11,06-Aug-12,8,1201,30314,604.68,5000020855,2007,1,,Motor-cycle,183,SUZUKI,Private,
0,07-Jul-11,06-Aug-11,8,1201,30314,55,5000020855,2007,1,,Motor-cycle,183,SUZUKI,Private,
1,28-Jan-14,27-Jan-15,8,1202,340000,6720.06,5000020857,2006,0,220,Trailers and semitrailers,0,MARU,General Cartage,
1,28-Jan-13,27-Jan-14,8,1202,340000,6859.36,5000020857,2006,0,220,Trailers and semitrailers,0,MARU,General Cartage,
1,28-Jan-12,27-Jan-13,8,1202,340000,6228.13,5000020857,2006,0,220,Trailers and semitrailers,0,MARU,General Cartage,
0,08-Jul-13,07-Jul-14,1,1202,551040,9191.63,5000020883,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-12,07-Jul-13,1,1202,551040,9191.38,5000020883,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,07-Aug-11,07-Jul-12,1,1202,551040,10211.2,5000020883,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-11,06-Aug-11,1,1202,551040,336.38,5000020883,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,04-Jul-13,03-Jul-14,8,1201,80000,2399.21,5000020894,1986,4,,Automobile,1295,TOYOTA,Private,
0,04-Jul-12,03-Jul-13,8,1201,80000,2518.5,5000020894,1986,4,,Automobile,1295,TOYOTA,Private,
0,04-Jul-11,03-Jul-12,8,1201,80000,2281.398,5000020894,1986,4,,Automobile,1295,TOYOTA,Private,
0,15-May-14,14-May-15,31,1202,280000,3198.77,5000020899,1995,5,7,Pick-up,2400,TOYOTA,Own Goods,
0,15-May-13,14-May-14,31,1202,280000,4015.02,5000020899,1995,5,7,Pick-up,2400,TOYOTA,Own Goods,
0,31-Mar-12,30-Mar-13,31,1202,175000,2338.35,5000020899,1995,5,7,Pick-up,2400,TOYOTA,Own Goods,
2,30-Nov-11,29-Nov-12,11,1201,0,760.95,5000020901,1970,4,,Automobile,1285,VOLKSWAGON,Private,
2,16-Mar-14,13-Sep-14,16,1202,400000,9529.63,5000020922,1995,60,60,Bus,5861,FIAT,Fare Paying Passengers,
2,13-Mar-14,12-Mar-15,14,1202,400000,14544.42,5000020922,1995,60,60,Bus,5861,FIAT,Fare Paying Passengers,
2,16-Mar-13,15-Mar-14,16,1202,400000,19599.35,5000020922,1995,60,60,Bus,5861,FIAT,Fare Paying Passengers,
2,15-Mar-12,14-Mar-13,16,1202,400000,9626.67,5000020922,1995,60,60,Bus,5861,FIAT,Fare Paying Passengers,44967.22
0,07-Jan-14,06-Jan-15,14,1202,0,3544.95,5000021315,2007,27,0,Bus,3920,HIGER BUS,Fare Paying Passengers,
0,25-Mar-12,24-Mar-13,8,1202,514828.52,14058.44,5000021315,2007,27,0,Bus,3920,HIGER BUS,Fare Paying Passengers,
2,01-Jul-13,30-Jun-14,7,1201,315000,4264.43,5000024673,2002,4,,Automobile,1299,TOYOTA,Private,
2,01-Jul-12,30-Jun-13,7,1201,315000,4550.14,5000024673,2002,4,,Automobile,1299,TOYOTA,Private,
2,01-Jul-11,30-Jun-12,7,1201,315000,4435.664,5000024673,2002,4,,Automobile,1299,TOYOTA,Private,
2,31-Mar-14,30-Mar-15,11,1201,0,548.2,5000024126,1982,4,,Automobile,1198,MITSUBISHI,Private,
2,31-Mar-13,30-Mar-14,11,1201,0,541.95,5000024126,1982,4,,Automobile,1198,MITSUBISHI,Private,
2,31-Mar-12,30-Mar-13,11,1201,0,903.53,5000024126,1982,4,,Automobile,1198,MITSUBISHI,Private,
0,07-Aug-11,06-Aug-12,11,1201,280000,3265.17,5000024147,2005,8,,Station Wagones,4164,TOYOTA,Private,
0,08-Jul-11,06-Aug-11,63,1201,280000,173.34,5000024147,2005,8,,Station Wagones,4164,TOYOTA,Private,
0,07-Aug-13,06-Aug-14,4,1201,40000,1146.93,5000024171,1985,4,,Automobile,1472,PEUGEOT,Private,
0,07-Aug-12,06-Aug-13,4,1201,40000,1146.93,5000024171,1985,4,,Automobile,1472,PEUGEOT,Private,
0,07-Aug-11,06-Aug-12,4,1201,40000,1276.359,5000024171,1985,4,,Automobile,1472,PEUGEOT,Private,
0,08-Jul-11,06-Aug-11,11,1201,40000,28.59,5000024171,1985,4,,Automobile,1472,PEUGEOT,Private,
0,07-Aug-13,06-Aug-14,4,1201,240000,3796.43,5000024175,1984,5,,Station Wagones,3980,TOYOTA,Private,
0,07-Aug-12,06-Aug-13,4,1201,240000,3796.43,5000024175,1984,5,,Station Wagones,3980,TOYOTA,Private,
0,07-Aug-11,06-Aug-12,4,1201,240000,5203.552,5000024175,1984,5,,Station Wagones,3980,TOYOTA,Private,
0,08-Jul-11,06-Aug-11,11,1201,240000,171.53,5000024175,1984,5,,Station Wagones,3980,TOYOTA,Private,
0,07-Aug-11,06-Aug-12,4,1201,305000,6457.321,5000024184,1995,8,,Automobile,2495,LANDROVER,Private,
0,08-Jul-11,06-Aug-11,11,1201,305000,217.98,5000024184,1995,8,,Automobile,2495,LANDROVER,Private,
0,07-Aug-11,06-Aug-12,11,1201,543590,6338.98,5000024185,2005,8,,Station Wagones,4164,TOYOTA,Private,
0,08-Jul-11,06-Aug-11,63,1201,543590,336.53,5000024185,2005,8,,Station Wagones,4164,TOYOTA,Private,
0,07-Aug-11,06-Aug-12,11,1201,580032,6763.94,5000024193,2005,8,,Station Wagones,4164,TOYOTA,Private,
0,08-Jul-11,06-Aug-11,63,1201,580032,359.09,5000024193,2005,8,,Station Wagones,4164,TOYOTA,Private,
0,07-Aug-13,06-Aug-14,4,1201,30000,591.01,5000024195,1999,1,,Motor-cycle,183,MOTOR CYCLE (TWOCYCLE),Private,
0,07-Aug-12,06-Aug-13,4,1201,30000,591.01,5000024195,1999,1,,Motor-cycle,183,MOTOR CYCLE (TWOCYCLE),Private,
0,07-Aug-11,06-Aug-12,4,1201,30000,757.369,5000024195,1999,1,,Motor-cycle,183,MOTOR CYCLE (TWOCYCLE),Private,
0,08-Jul-11,06-Aug-11,11,1201,30000,21.44,5000024195,1999,1,,Motor-cycle,183,MOTOR CYCLE (TWOCYCLE),Private,
0,07-Aug-13,06-Aug-14,11,1201,203692.18,3188.5,5000024210,2003,4,,Automobile,1299,TOYOTA,Private,
0,07-Aug-12,06-Aug-13,11,1201,203692.18,3333.964,5000024210,2003,4,,Automobile,1299,TOYOTA,Private,
0,07-Aug-11,06-Aug-12,11,1201,203692.18,4788.512,5000024210,2003,4,,Automobile,1299,TOYOTA,Private,
0,08-Jul-11,06-Aug-11,63,1201,203692.81,234.28,5000024210,2003,4,,Automobile,1299,TOYOTA,Private,
0,20-Jun-12,19-Jun-13,12,1201,0,972.43,5000024234,1986,4,,Automobile,1195,OPEL,Private,
0,07-Aug-13,06-Aug-14,0,1201,60000,927.75,5000024245,2004,1,,Motor-cycle,175,YAMAHA,Private,
0,07-Aug-12,06-Aug-13,11,1201,60000,943.17,5000024245,2004,1,,Motor-cycle,175,YAMAHA,Private,
0,07-Aug-11,06-Aug-12,11,1201,25000,316.8,5000024245,2004,1,,Motor-cycle,175,YAMAHA,Private,
0,08-Jul-11,06-Aug-11,11,1201,25000,16.14,5000024245,2004,1,,Motor-cycle,175,YAMAHA,Private,
0,07-Aug-11,06-Aug-12,0,1201,75000,1145.488,5000024245,2004,1,,Motor-cycle,175,YAMAHA,Private,
0,08-Jul-11,06-Aug-11,11,1201,75000,48.91,5000024245,2004,1,,Motor-cycle,175,YAMAHA,Private,
1,06-Oct-13,05-Oct-14,33,1201,0,781.15,5000024251,1990,6,,Station Wagones,4169,NISSAN,Private,
1,06-Oct-12,05-Oct-13,33,1201,0,781.15,5000024251,1990,6,,Station Wagones,4169,NISSAN,Private,
1,06-Oct-11,05-Oct-12,33,1201,0,785.905,5000024251,1990,6,,Station Wagones,4169,NISSAN,Private,
1,27-Apr-14,26-Apr-15,13,1202,400000,8004.06,5000024278,1995,0,229,Trailers and semitrailers,0,ROLFO,General Cartage,
1,27-Apr-13,26-Apr-14,13,1202,400000,8592.53,5000024278,1995,0,229,Trailers and semitrailers,0,ROLFO,General Cartage,
0,08-Jul-11,07-Aug-11,11,1202,60000,35.19,5000021232,1988,4,7,Pick-up,3246,NISSAN,Own Goods,
0,12-May-12,11-May-13,11,1201,255237.12,4408.748,5000021266,2007,8,,Station Wagones,2835,MITSUBISHI,Private,
0,08-Jul-13,07-Jul-14,1,1202,551040,9196.63,5000021112,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-12,07-Jul-13,1,1202,551040,9196.38,5000021112,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,07-Aug-11,07-Jul-12,1,1202,551040,10211.2,5000021112,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-11,06-Aug-11,1,1202,551040,336.38,5000021112,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-13,07-Jul-14,1,1202,551040,9191.63,5000021126,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-12,07-Jul-13,1,1202,551040,9191.38,5000021126,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,07-Aug-11,07-Jul-12,1,1202,551040,10211.2,5000021126,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-11,06-Aug-11,1,1202,551040,336.38,5000021126,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-13,07-Jul-14,1,1202,551040,9191.63,5000021132,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-12,07-Jul-13,1,1202,551040,9191.38,5000021132,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,07-Aug-11,07-Jul-12,1,1202,551040,8428.62,5000021132,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-11,06-Aug-11,1,1202,551040,336.38,5000021132,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-13,07-Jul-14,1,1202,551040,9191.63,5000021139,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-12,07-Jul-13,1,1202,551040,9191.38,5000021139,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,07-Aug-11,07-Jul-12,1,1202,551040,10211.2,5000021139,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-11,06-Aug-11,1,1202,551040,336.38,5000021139,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-13,07-Jul-14,1,1202,551040,9191.63,5000021141,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-12,07-Jul-13,1,1202,551040,9191.38,5000021141,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,07-Aug-11,07-Jul-12,1,1202,551040,8428.62,5000021141,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-11,06-Aug-11,1,1202,551040,336.38,5000021141,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-13,07-Jul-14,1,1202,551040,9191.63,5000021143,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-12,07-Jul-13,1,1202,551040,9191.38,5000021143,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,07-Aug-11,07-Jul-12,1,1202,551040,10211.2,5000021143,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-11,06-Aug-11,1,1202,551040,336.38,5000021143,2000,0,400,Trailers and semitrailers,0,LOWBED,Own Goods,
0,08-Jul-13,07-Jul-14,1,1202,551040,9191.63,5000021145,2000,0,400,Trailers and semitrailers,0,CALABRESE,Own Goods,
0,08-Jul-12,07-Jul-13,1,1202,551040,9191.38,5000021145,2000,0,400,Trailers and semitrailers,0,CALABRESE,Own Goods,
0,07-Aug-11,07-Jul-12,1,1202,551040,8428.62,5000021145,2000,0,400,Trailers and semitrailers,0,CALABRESE,Own Goods,
0,08-Jul-11,06-Aug-11,1,1202,551040,336.38,5000021145,2000,0,400,Trailers and semitrailers,0,CALABRESE,Own Goods,
0,07-Aug-11,06-Aug-12,2,1202,1405300,32685.782,5000021160,1999,1,148.5,Truck,13798,IVECO,General Cartage,
1,17-Aug-13,16-Aug-14,7,1201,609092.1,4365.05,5000021166,2007,4,,Station Wagones,2354,HONDA,Private,
1,17-Aug-12,16-Aug-13,7,1201,609092.1,5712.81,5000021166,2007,4,,Station Wagones,2354,HONDA,Private,
1,17-Aug-11,16-Aug-12,7,1201,609092.1,4203.337,5000021166,2007,4,,Station Wagones,2354,HONDA,Private,
1,22-Aug-13,21-Aug-14,11,1201,0,900.83,5000021168,1985,4,,Automobile,1997,MERCEDES,Private,
1,22-Aug-12,21-Aug-13,11,1201,0,900.58,5000021168,1985,4,,Automobile,1997,MERCEDES,Private,
1,22-Aug-11,21-Aug-12,11,1201,0,539.076,5000021168,1985,4,,Automobile,1997,MERCEDES,Private,
1,31-Mar-12,30-Mar-13,11,1202,1200000,20507.9,5000021270,2006,2,16740,Truck,11945,MITSUBISHI,General Cartage,378451.94
2,10-Dec-12,09-Dec-13,11,1201,0,933.5,5000021279,1983,4,,Automobile,1295,TOYOTA,Private,3100
2,10-Dec-11,09-Dec-12,11,1201,0,976.2,5000021279,1983,4,,Automobile,1295,TOYOTA,Private,
2,30-Nov-13,29-Nov-14,11,1202,0,804.85,5000024731,1984,4,0,Automobile,1198,LADA,Taxi,
2,30-Nov-12,29-Nov-13,11,1202,0,804.85,5000024731,1984,4,0,Automobile,1198,LADA,Taxi,
2,30-Nov-11,29-Nov-12,11,1202,0,804.6,5000024731,1984,4,0,Automobile,1198,LADA,Taxi,
0,17-Feb-14,16-Feb-15,11,1202,300000,6262.65,5000024742,1996,11,0,Bus,2446,TOYOTA,Own service,
0,17-Feb-13,16-Feb-14,11,1202,117858.79,3392.8,5000024742,1996,11,0,Bus,2446,TOYOTA,Own service,
0,17-Feb-12,16-Feb-13,11,1202,117858.79,2167.596,5000024742,1996,11,0,Bus,2446,TOYOTA,Own service,
0,10-Mar-14,09-Mar-15,11,1202,380000,4519.09,5000024753,2001,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,10-Mar-13,09-Mar-14,11,1202,380000,4765.07,5000024753,2001,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,10-Mar-12,09-Mar-13,11,1202,380000,5773.4,5000024753,2001,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,08-Aug-13,07-Aug-14,89,1202,350000,5091.95,5000024779,2004,4,6,Pick-up,2779,TOYOTA,Own Goods,
0,08-Aug-12,07-Aug-13,89,1202,350000,5086.7,5000024779,2004,4,6,Pick-up,2779,TOYOTA,Own Goods,
0,08-Aug-11,07-Aug-12,89,1202,350000,7209.448,5000024779,2004,4,6,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-11,07-Aug-11,11,1202,350000,203.55,5000024779,2004,4,6,Pick-up,2779,TOYOTA,Own Goods,
0,08-Aug-13,07-Aug-14,11,1201,756000,10343.08,5000024809,2002,8,,Station Wagones,4164,TOYOTA,Private,13225
0,08-Aug-12,07-Aug-13,11,1201,756000,10343.08,5000024809,2002,8,,Station Wagones,4164,TOYOTA,Private,
0,08-Aug-11,07-Aug-12,11,1201,756000,10170.873,5000024809,2002,8,,Station Wagones,4164,TOYOTA,Private,
0,08-Jul-11,07-Aug-11,1,1201,560000,468.26,5000024809,2002,8,,Station Wagones,4164,TOYOTA,Private,
0,08-Aug-13,07-Aug-14,11,1201,259650,4152.6,5000024834,1989,8,,Station Wagones,4477,TOYOTA,Private,
0,08-Aug-12,07-Aug-13,11,1201,259650,4152.6,5000024834,1989,8,,Station Wagones,4477,TOYOTA,Private,
0,08-Aug-11,07-Aug-12,11,1201,259650,3995.325,5000024834,1989,8,,Station Wagones,4477,TOYOTA,Private,
